STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2016,,285094,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2017,,295394,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2018,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2019,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2020,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2021,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2022,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2023,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PL,Poland,2024,,,,,,C,confidential
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2015,,130421,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2016,,133472,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2017,,142127,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2018,,147581,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2019,,175511,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2020,,102247,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2021,,120702,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2022,,171653,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2023,,200459,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,PT,Portugal,2024,,218886,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2015,,66479,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2016,,64455,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2017,,69056,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2018,,66500,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2019,,69707,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2020,,50559,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2021,,54937,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2022,,70464,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2023,,74278,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,RO,Romania,2024,,70802,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2015,,214434,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2016,,220945,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2017,,229817,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2018,,246490,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2019,,264603,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2020,,169163,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2021,,164490,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2022,,243972,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2023,,243442,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SE,Sweden,2024,,252371,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2015,,14135,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2016,,13650,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2017,,13002,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2018,,13105,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2019,,13259,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2020,,7924,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2021,,11663,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2022,,13909,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2023,,14483,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SI,Slovenia,2024,,15704,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2015,,60292,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2016,,69150,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2017,,74916,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2018,,77265,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2019,,80671,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2020,,49421,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2021,,45858,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2022,,66705,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2023,,71689,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,SK,Slovakia,2024,,72056,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2015,,23278,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2016,,20960,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2017,,22563,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2018,,24289,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2019,,26204,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2020,,6446,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2021,,10020,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2022,,27031,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2023,,25610,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,TR,Türkiye,2024,,24021,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,UK,United Kingdom,2015,,1741562,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,UK,United Kingdom,2016,,1772563,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,UK,United Kingdom,2017,,1757359,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,UK,United Kingdom,2018,,1783232,,,,,
dataflow,ESTAT:RAIL_PA_TOTAL$DEFAULTVIEW(1.0),Passengers transported,A,Annual,THS_PAS,Thousand passengers,UK,United Kingdom,2019,,1836886,,,,,
